Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
PIK3C2A		11p15.1	AMP	11	1425	0.8%	No
FUT1		19q13.33	AMP	16	1537	1.0%	No
BRCC3		Xq28	HOMDEL	6	1174	0.5%	No
JARID2		6p22.3	AMP	19	1537	1.2%	Yes
OXT		20p13	AMP	15	1425	1.1%	No
MKRN3		15q11.2	AMP	3	112	2.7%	No
BRWD1		21q22.2	AMP	14	1537	0.9%	No
ZC3H14		14q31.3	AMP	4	1425	0.3%	No
CSNK1G3		5q23.2	HOMDEL	3	1062	0.3%	No
C7ORF57		7p12.3	AMP	15	1425	1.1%	No
LCE6A		1q21.3	AMP	78	1537	5.1%	No
LTB4R2		14q12	AMP	6	1425	0.4%	No
KIR3DL3		19q13.42	AMP	16	1537	1.0%	No
ATP2B3		Xq28	HOMDEL	3	651	0.5%	Yes
CYP19A1		15q21.2	AMP	2	112	1.8%	Yes
LINC00028		20q11.21	AMP	74	1537	4.8%	No
CCDC38		12q23.1	HOMDEL	1	539	0.2%	No
LIMK2		22q12.2	AMP	26	1537	1.7%	No
LINC00052		15q25.3	HOMDEL	2	1062	0.2%	No
GAST		17q21.2	AMP	18	1537	1.2%	No
FITM1		14q12	AMP	10	1537	0.7%	No
LINC00484		9q22.2	HOMDEL	4	539	0.7%	No
MXD1		2p13.3	AMP	19	1537	1.2%	No
SNORD116-21		15q11.2	AMP	1	56	1.8%	No
VANGL1		1p13.1	HOMDEL	3	1425	0.2%	No
ATAD3A		1p36.33	AMP	8	1481	0.5%	No
EXOC3L2		19q13.32	HOMDEL	2	1062	0.2%	No
PIK3C2B		1q32.1	AMP	74	1537	4.8%	Yes
GNG4		1q42.3	AMP	56	1537	3.6%	No
ZPR1		11q23.3	AMP	7	1537	0.5%	No
ISCA2		14q24.3	HOMDEL	2	1062	0.2%	No
PODNL1		19p13.12	AMP	80	1537	5.2%	No
OXTR		3p25.3	AMP	8	1425	0.6%	No
WNT4		1p36.12	HOMDEL	10	1481	0.7%	No
DIP2A-IT1		21q22.3	AMP	4	579	0.7%	No
FAM234A		16p13.3	HOMDEL	10	1174	0.9%	No
IRF2BP2		1q42.3	AMP	68	1537	4.4%	No
SLC26A1		4p16.3	AMP	22	1481	1.5%	No
SIX1		14q23.1	HOMDEL	1	539	0.2%	Yes
RIPOR3		20q13.13	AMP	48	1537	3.1%	No
CYP21A2		6p21.33	AMP	19	1174	1.6%	No
CXORF65		Xq13.1	HOMDEL	3	1062	0.3%	No
HDAC11		3p25.1	AMP	39	1537	2.5%	No
IRAK1BP1		6q14.1	AMP	9	1537	0.6%	No
FUS		16p11.2	AMP	30	1537	2.0%	Yes
SNORD116-20		15q11.2	AMP	1	56	1.8%	No
TRNP1		1p36.11	AMP	6	1425	0.4%	No
FAM234B		12p13.1	AMP	15	1537	1.0%	No
CMTR1		6p21.2	HOMDEL	1	539	0.2%	No
NKPD1		19q13.32	HOMDEL	2	1062	0.2%	No
GNG5		1p22.3	AMP	7	1118	0.6%	No
EPHA5-AS1		4q13.2	HOMDEL	2	523	0.4%	No
SNORD116-18		15q11.2	AMP	1	56	1.8%	No
CDC16		13q34	AMP	26	1537	1.7%	No
PIK3C2G		12p12.3	AMP	24	1734	1.4%	Yes
LIMK1		7q11.23	AMP	9	1537	0.6%	No
PHLDB3		19q13.31	AMP	19	1174	1.6%	No
USP16		21q21	AMP	5	1537	0.3%	No
LGMN		14q32.12	HOMDEL	3	1425	0.2%	No
C11ORF16		11p15.4	AMP	8	1425	0.6%	No
ST3GAL3		1p34.1	AMP	33	1537	2.1%	No
HCP5		6p21.33	AMP	24	1537	1.6%	No
CAAP1		9p21.2	AMP	10	1425	0.7%	No
OR2T3		1q44	AMP	61	1537	4.0%	No
TMLHE		Xq28	AMP	16	1537	1.0%	No
SNORD116-23		15q11.2	AMP	1	56	1.8%	No
GNB3		12p13.31	AMP	37	1537	2.4%	No
SLC1A1		9p24.2	HOMDEL	7	1481	0.5%	No
MARCKS		6q21	AMP	4	595	0.7%	No
ADAMTS19		5q23.3	AMP	4	1014	0.4%	No
SLCO1C1		12p12.2	AMP	12	1537	0.8%	No
MKRN7P		20q13.12	AMP	15	579	2.6%	No
PIK3C3		18q12.3	AMP	8	1174	0.7%	Yes
P2RX1		17p13.2	AMP	10	1537	0.7%	No
CES1P2		16q12.2	HOMDEL	2	523	0.4%	No
ABLIM1		10q25.3	AMP	6	1425	0.4%	No
SLC5A6		2p23.3	AMP	30	1537	2.0%	No
LLCFC1		7q34	AMP	8	1537	0.5%	No
PRRT1		6p21.32	AMP	24	1537	1.6%	No
ARCN1		11q23.3	HOMDEL	6	1425	0.4%	No
CYP17A1		10q24.32	AMP	6	1425	0.4%	Yes
LAMTOR2		1q22	AMP	141	1537	9.2%	No
LARP4		12q13.12	AMP	14	1537	0.9%	No
WFDC6		20q13.12	AMP	49	1537	3.2%	No
TMEM9B		11p15.4	AMP	8	1425	0.6%	No
ADAM3A		8p11.22	AMP	46	1537	3.0%	No
TSPAN9		12p13.33-p13.32	AMP	29	1537	1.9%	No
PLBD1		12p13.1	AMP	14	1537	0.9%	No
RPS18		6p21.32	AMP	13	1425	0.9%	No
OR2T8		1q44	AMP	61	1537	4.0%	No
NKAPD1		11q23.1	AMP	4	1014	0.4%	No
SNORD116-22		15q11.2	AMP	1	56	1.8%	No
RNASEH2B		13q14.3	AMP	2	1062	0.2%	No
GNG3		11q12.3	AMP	17	1537	1.1%	No
IQSEC2		Xp11.22	HOMDEL	5	1425	0.4%	No
IZUMO1R		11q21	HOMDEL	7	1425	0.5%	No
EIF3K		19q13.2	HOMDEL	3	1425	0.2%	No
MAB21L1		13q13.3	AMP	4	1481	0.3%	No
KHDRBS2		6q11.1	HOMDEL	2	1062	0.2%	No
LINC00682		4p13	HOMDEL	6	1062	0.6%	No
P2RX3		11q12.1	AMP	9	1537	0.6%	No
H2AC17		6p22.1	HOMDEL	2	902	0.2%	Yes
RUNX1T1		8q21.3	HOMDEL	2	1062	0.2%	Yes
NAE1		16q22.1	AMP	7	1425	0.5%	No
EGFL8		6p21.32	AMP	24	1537	1.6%	No
LIM2		19q13.41	AMP	13	1537	0.8%	No
LINC01001		11p15.5	HOMDEL	8	942	0.8%	No
FRG2		4q35.2	AMP	2	902	0.2%	No
ZNF41		Xp11.3	HOMDEL	3	1425	0.2%	No
NRIP3		11p15.4	AMP	8	1425	0.6%	No
MRPS28		8q21.13	AMP	48	1537	3.1%	No
L3MBTL2		22q13.2	HOMDEL	3	1118	0.3%	No
ST8SIA1		12p12.1	AMP	17	1537	1.1%	No
ZMIZ1		10q22.3	HOMDEL	3	651	0.5%	No
LPCAT1		5p15.33	AMP	48	1537	3.1%	No
RPS19		19q13.2	AMP	18	1537	1.2%	No
SPIN4		Xq11.1	AMP	10	1537	0.7%	No
OR2W3		1q44	AMP	61	1537	4.0%	No
SLC22A7		6p21.1	AMP	16	1481	1.1%	No
GNB1		1p36.33	AMP	8	1481	0.5%	Yes
VDR		12q13.11	AMP	44	1537	2.9%	No
SNRNP25		16p13.3	AMP	20	1481	1.4%	No
RAB24		5q35.3	AMP	24	1537	1.6%	No
FANCI		15q26.1	AMP	18	1481	1.2%	No
SNORD116-25		15q11.2	AMP	1	56	1.8%	No
DIAPH3-AS1		13q21.2	HOMDEL	1	56	1.8%	No
P2RX4		12q24.31	AMP	9	1425	0.6%	No
CLCN1		7q34	HOMDEL	1	523	0.2%	No
NPFF		12q13.13	AMP	23	1537	1.5%	No
CYP11B1		8q24.3	AMP	58	1537	3.8%	No
LYPLA2P2		19p13.2	HOMDEL	4	579	0.7%	No
LIG4		13q33.3	AMP	17	1537	1.1%	No
DDX18		2q14.1	AMP	7	1425	0.5%	No
ASCL3		11p15.4	AMP	8	1425	0.6%	No
KPRP		1q21.3	AMP	78	1537	5.1%	No
COA3		17q21.2	AMP	8	1425	0.6%	No
BTBD11		12q23.3	AMP	3	902	0.3%	No
SNRNP70		19q13.33	HOMDEL	4	1062	0.4%	No
LZTR1		22q11.21	HOMDEL	6	1062	0.6%	Yes
RPS20		8q12.1	AMP	58	1537	3.8%	No
FAM66D		8p23.1	HOMDEL	53	1537	3.4%	No
OR14K1		1q44	AMP	21	595	3.5%	No
ARID5A		2q11.2	AMP	12	1537	0.8%	Yes
MRPS24		7p13	AMP	14	1537	0.9%	No
GNB2		7q22.1	AMP	21	1537	1.4%	No
FAM91A1		8q24.13	AMP	85	1537	5.5%	No
VEGFA		6p21.1	AMP	22	1609	1.4%	Yes
EPHA8		1p36.12	HOMDEL	9	1481	0.6%	No
GALNT14		2p23.1	AMP	20	1481	1.4%	No
PELO		5q11.2	AMP	2	1062	0.2%	No
FAM156A		Xp11.22	AMP	12	1174	1.0%	No
ZCCHC2		18q21.33	HOMDEL	15	1425	1.1%	No
P3H2		3q28	AMP	104	1537	6.8%	No
SNORD116-24		15q11.2	AMP	1	56	1.8%	No
GTPBP4		10p15.3	HOMDEL	3	1425	0.2%	No
P2RX5		17p13.2	AMP	10	1537	0.7%	No
ZNF195		11p15.5	HOMDEL	10	1425	0.7%	No
RNA5S16		1q42.13	HOMDEL	1	539	0.2%	No
ZNRD1ASP		6p22.1	AMP	6	942	0.6%	No
TMEM176B		7q36.1	AMP	9	1537	0.6%	No
CYP11B2		8q24.3	AMP	57	1537	3.7%	No
LIG3		17q12	AMP	3	1118	0.3%	No
TMUB1		7q36.1	HOMDEL	5	1425	0.4%	No
SLURP1		8q24.3	HOMDEL	3	1425	0.2%	No
SMIM43		4q27	AMP	1	363	0.3%	No
THUMPD3		3p25.3	HOMDEL	2	112	1.8%	No
CES5A		16q12.2	AMP	10	1425	0.7%	No
LINC00692		3p24.2	AMP	5	1062	0.5%	No
MAP3K20		2q31.1	AMP	12	1537	0.8%	No
CHMP5		9p13.3	AMP	16	1481	1.1%	No
B3GALNT1		3q26.1	HOMDEL	3	1425	0.2%	No
PTRH1		9q34.11	AMP	13	1481	0.9%	No
ACOX3		4p16.1	HOMDEL	5	1425	0.4%	No
GUCY2GP		10q25.2	HOMDEL	4	1062	0.4%	No
CBX1		17q21.32	HOMDEL	1	56	1.8%	No
SNORD116-26		15q11.2	AMP	1	56	1.8%	No
EFNA5		5q21.3	HOMDEL	6	1062	0.6%	No
NUP88		17p13.2	AMP	11	1537	0.7%	No
JUP		17q21.2	AMP	22	1537	1.4%	No
AJM1		9q34.3	AMP	26	1537	1.7%	No
SUCNR1		3q25.1	AMP	43	1537	2.8%	No
MRPL23-AS1		11p15.5	AMP	3	579	0.5%	No
FAM25A		10q23.2	HOMDEL	6	1425	0.4%	No
CFAP73		12q24.13	HOMDEL	1	539	0.2%	No
METTL27		7q11.23	AMP	14	1537	0.9%	No
PIP5KL1		9q34.11	AMP	20	1425	1.4%	No
RMND1		6q25.1	HOMDEL	2	112	1.8%	No
SNORD115-2		15q11.2	AMP	1	56	1.8%	No
PAIP1		5p12	AMP	41	1537	2.7%	No
RN7SL836P		19q13.32	AMP	19	595	3.2%	No
FOXD4L6		9p11.2	HOMDEL	3	1062	0.3%	No
RNA5SP333		11p15.1	HOMDEL	1	539	0.2%	No
FAAH		1p33	HOMDEL	2	1062	0.2%	No
RGS21		1q31.2	AMP	47	1481	3.2%	No
HCG4B		6p22.1	AMP	6	942	0.6%	No
NUMA1		11q13.4	AMP	12	1425	0.8%	Yes
DOK2		8p21.3	HOMDEL	43	1537	2.8%	No
JUND		19p13.11	AMP	61	1537	4.0%	No
CDC42EP3		2p22.2	AMP	20	1481	1.4%	No
LRRC26		9q34.3	AMP	27	1537	1.8%	No
GZMM		19p13.3	HOMDEL	10	1425	0.7%	No
GTSE1		22q13.31	AMP	11	1425	0.8%	Yes
TRAPPC8		18q12.1	HOMDEL	1	539	0.2%	No
OTP		5q14.1	HOMDEL	10	1425	0.7%	No
TBC1D28		17p11.2	AMP	13	1537	0.8%	No
USP20		9q34.2	AMP	11	1425	0.8%	No
MYOZ2		4q26	AMP	3	902	0.3%	No
RN7SL834P		2q37.1	AMP	5	595	0.8%	No
FKBP2		11q13.1	HOMDEL	7	1481	0.5%	No
RANBP3L		5p13.2	AMP	55	1537	3.6%	No
BMI1		10p12.2	HOMDEL	2	902	0.2%	No
VPS33A		12q24.31	HOMDEL	5	1174	0.4%	No
RN7SKP158		11p14.1	HOMDEL	1	539	0.2%	No
CCDC17		1p34.1	AMP	22	1537	1.4%	No
FUT6		19p13.3	AMP	1	363	0.3%	No
RNASEK-C17ORF49		17p13.1	AMP	3	579	0.5%	No
DEFA5		8p23.1	HOMDEL	51	1537	3.3%	No
RNA5SP233		7q11.23	AMP	9	595	1.5%	No
SERPINB8		18q22.1	HOMDEL	14	1425	1.0%	No
DSCAM		21q22.2	HOMDEL	3	1062	0.3%	No
AIFM3		22q11.21	AMP	20	1537	1.3%	No
NUCB2		11p15.1	AMP	10	1425	0.7%	No
BCRP2		22q11.21	AMP	17	1174	1.4%	No
ASTL		2q11.2	AMP	11	1537	0.7%	No
AKIP1		11p15.4	AMP	8	1425	0.6%	No
JUNB		19p13.13	AMP	70	1537	4.6%	No
SNORD116-27		15q11.2	AMP	1	56	1.8%	No
HACD4		9p21.3	HOMDEL	1	539	0.2%	No
SH2B2		7q22.1	AMP	13	1537	0.8%	No
MIR4435-2HG		2q13	AMP	6	942	0.6%	No
DACT3		19q13.32	AMP	14	1174	1.2%	No
USP19		3p21.31	AMP	8	1425	0.6%	No
RNF5P1		8p11.22	HOMDEL	3	363	0.8%	No
SSR4P1		21q22.3	AMP	22	1537	1.4%	No
KHDC1		6q13	HOMDEL	2	1062	0.2%	No
MAPKAPK5		12q24.12-q24.13	HOMDEL	3	902	0.3%	No
RNA5SP232		7q11.22	AMP	2	595	0.3%	No
TMSB15B		Xq22.2	AMP	3	1062	0.3%	No
FUT7		9q34.3	AMP	34	1537	2.2%	No
ARSK		5q15	HOMDEL	7	1425	0.5%	No
FBXO44		1p36.22	HOMDEL	7	1481	0.5%	No
NUCB1		19q13.33	AMP	16	1537	1.0%	No
PRCP		11q14	HOMDEL	4	1425	0.3%	No
LRRC74B		22q11.21	AMP	11	942	1.2%	No
NVL		1q42.11	HOMDEL	3	1425	0.2%	No
JUN		1p32.1	AMP	8	1371	0.6%	Yes
CHCHD10		22q11.23	HOMDEL	2	1062	0.2%	No
EFCAB9		5q35.1	AMP	6	1174	0.5%	No
MXD4		4p16.3	AMP	24	1481	1.6%	No
DTL		1q32.3	AMP	51	1425	3.6%	No
ANKRD26		10p12.1	HOMDEL	4	1425	0.3%	No
RN7SL610P		2p23.3	HOMDEL	1	56	1.8%	No
FUT4		11q21	AMP	8	1425	0.6%	No
RNU6ATAC3P		17q21.32	AMP	3	595	0.5%	No
CD164L2		1p36.11	AMP	10	1481	0.7%	No
GJA10		6q15	HOMDEL	1	363	0.3%	No
CEP128		14q31.1	AMP	4	1062	0.4%	No
LRPPRC		2p21	HOMDEL	2	1062	0.2%	No
SNORA54		11p15.4	HOMDEL	9	1425	0.6%	No
NTSR1		20q13.33	AMP	61	1537	4.0%	No
RNA5SP235		7q21.11	AMP	2	595	0.3%	No
PIGF		2p21	AMP	20	1537	1.3%	No
KCNT2		1q31.3	HOMDEL	2	1062	0.2%	No
ZNF212		7q36.1	HOMDEL	5	1425	0.4%	No
COX5B		2q11.2	AMP	8	1425	0.6%	No
COL19A1		6q13	HOMDEL	2	1062	0.2%	No
RNA5SP493		22q11.21	HOMDEL	3	539	0.6%	No
SMAD4		18q21.2	AMP	5	1425	0.4%	Yes
OR10D3		11q24.2	HOMDEL	6	595	1.0%	No
P3H4		17q21.2	AMP	16	1537	1.0%	No
PUS7		7q22.3	HOMDEL	4	1425	0.3%	No
ETFBKMT		12p11.21	AMP	18	1537	1.2%	No
ETV7		6p21.31	AMP	25	1537	1.6%	No
ST6GAL1		3q27.3	AMP	99	1537	6.4%	No
LGALS16		19q13.2	AMP	56	1174	4.8%	No
EN2		7q36.3	HOMDEL	7	1537	0.5%	No
BICRA		19q13.33	HOMDEL	2	1062	0.2%	No
RNA5SP234		7q21.11	AMP	2	595	0.3%	No
RNU6ATAC2P		5q11.2	AMP	2	539	0.4%	No
FUT5		19p13.3	AMP	1	363	0.3%	No
AMER2		13q12.13	AMP	2	1062	0.2%	No
PPP2R2B		5q32	HOMDEL	2	1062	0.2%	No
CYYR1		21q21.3	HOMDEL	1	539	0.2%	No
PET117		20p11.23	HOMDEL	4	1062	0.4%	No
NTS		12q21.31	AMP	1	363	0.3%	No
MMADHC-DT		2q23.3	HOMDEL	1	523	0.2%	No
CCR2		3p21.31	AMP	6	1425	0.4%	No
CNNM1		10q24.2	HOMDEL	6	1425	0.4%	No
SIL1		5q31.2	HOMDEL	1	539	0.2%	No
SMAD3		15q22.33	AMP	12	1537	0.8%	Yes
MAP3K8		10p11.23	AMP	11	1425	0.8%	No
FOXD4L3		9q21.11	HOMDEL	3	1062	0.3%	No
LCN15		9q34.3	AMP	31	1537	2.0%	No
CT47A10		Xq24	AMP	2	1062	0.2%	No
TEPSIN		17q25.3	AMP	31	1537	2.0%	No
ZNF570		19q13.12	AMP	61	1537	4.0%	No
PAICS		4q12	AMP	4	1425	0.3%	No
SLC26A11		17q25.3	AMP	32	1537	2.1%	No
FUT2		19q13.33	AMP	16	1537	1.0%	No
RNU6ATAC		9q34.2	AMP	5	1481	0.3%	No
STK16		2q35	HOMDEL	3	1425	0.2%	No
RBM12B-AS1		8q22.1	AMP	25	942	2.7%	No
FOXR2		Xp11.21	AMP	19	1537	1.2%	No
PIGH		14q24.1	AMP	1	363	0.3%	No
DDR2		1q23.3	AMP	59	1734	3.4%	Yes
SNORD71		16q22.2	HOMDEL	22	1425	1.5%	No
MT4		16q13	AMP	12	1425	0.8%	No
RNA5SP237		7q31.1	AMP	4	595	0.7%	No
COX4I1		16q24.1	AMP	4	1014	0.4%	No
RN7SL278P		15q24.3	HOMDEL	3	539	0.6%	No
ATP11B		3q26.33	HOMDEL	3	1425	0.2%	No
CABS1		4q13.3	HOMDEL	1	539	0.2%	No
SMAD2		18q21.1	AMP	13	1537	0.8%	Yes
LIPA		10q23.31	AMP	15	1537	1.0%	No
ZNF765		19q13.42	AMP	19	1537	1.2%	No
ST3GAL1		8q24.22	AMP	71	1537	4.6%	No
TBL3		16p13.3	AMP	17	1537	1.1%	No
WRAP73		1p36.32	HOMDEL	8	1481	0.5%	No
NDUFAF7		2p22.2	AMP	20	1481	1.4%	No
NLRP1		17p13	AMP	9	1174	0.8%	No
SAMD9L		7q21.2	AMP	8	1537	0.5%	No
YJEFN3		19p13.11	HOMDEL	1	539	0.2%	No
RNU4ATAC		2q14.2	AMP	8	1425	0.6%	No
FUT3		19p13.3	AMP	1	363	0.3%	No
DDX12P		12p13.31	HOMDEL	3	886	0.3%	No
ROR2		9q22.31	AMP	8	1537	0.5%	No
GXYLT2		3p13	AMP	13	1537	0.8%	No
LIMCH1		4p13	HOMDEL	9	1425	0.6%	No
MAP3K14		17q21.31	HOMDEL	2	1062	0.2%	Yes
PIGR		1q32.1	AMP	42	1537	2.7%	No
SLC12A8		3q21.2	AMP	24	1481	1.6%	No
CCDC168		13q33.1	HOMDEL	1	56	1.8%	No
RNA5SP236		7q22.3	AMP	4	595	0.7%	No
EYA3		1p35.3	HOMDEL	7	1481	0.5%	No
KMT2E-AS1		7q22.3	AMP	5	942	0.5%	No
FLJ45513		17q21.33	AMP	3	579	0.5%	No
LRRC29		16q22.1	HOMDEL	13	1425	0.9%	No
RN7SL865P		12q24.21	AMP	2	539	0.4%	No
ZNF561-AS1		19p13.2	AMP	42	1174	3.6%	No
RBCK1		20p13	HOMDEL	1	539	0.2%	No
TSPYL1		6q22.1	HOMDEL	4	1062	0.4%	No
R3HDM2		12q13.3	AMP	8	1425	0.6%	No
NAA38		17p13.1	AMP	7	1174	0.6%	No
ALKBH2		12q24.11	HOMDEL	1	539	0.2%	No
LINC01508		9q22.2	AMP	2	523	0.4%	No
ASTN1		1q25.2	AMP	42	1481	2.8%	No
CFAP57		1p34.2	AMP	39	1537	2.5%	No
RNA5SP213		6q21	AMP	5	595	0.8%	No
LINC00630		Xq22.1	AMP	3	1062	0.3%	No
UPK2		11q23.3	HOMDEL	6	1425	0.4%	No
LINC01004		7q22.3	AMP	4	579	0.7%	No
LINC00987		12p13.31	HOMDEL	2	1062	0.2%	No
NPIPA1		16p13.11	HOMDEL	1	539	0.2%	No
RN7SL853P		15q24.1	AMP	5	595	0.8%	No
LMNB2		19p13.3	HOMDEL	13	1537	0.8%	No
FEZF1-AS1		7q31.32	HOMDEL	1	523	0.2%	No
TRAV30		14q11.2	HOMDEL	1	539	0.2%	No
SMG1P2		16p11.2	AMP	10	579	1.7%	No
UCHL5		1q31.2	HOMDEL	2	1062	0.2%	No
MRPS26		20p13	AMP	15	1425	1.1%	No
ZEB2		2q22.3	AMP	2	1062	0.2%	No
ATG14		14q22.3	AMP	3	1062	0.3%	No
SMPD4P1		22q11.21	AMP	9	595	1.5%	No
RNA5SP35		13q31.3	HOMDEL	2	595	0.3%	No
CCDC115		2q21.1	AMP	5	1425	0.4%	No
FGFR1		8p11.23	HOMDEL	20	1537	1.3%	Yes
ADAD1		4q27	HOMDEL	5	1425	0.4%	No
FHIP1A		4q31.3	HOMDEL	3	1062	0.3%	No
LYPD2		8q24.3	HOMDEL	3	1425	0.2%	No
ZNF622		5p15.1	AMP	39	1425	2.7%	No
ZNF354B		5q35.3	HOMDEL	1	539	0.2%	No
SPANXD		Xq27.2	HOMDEL	6	651	0.9%	No
RNA5SP212		6q21	AMP	6	595	1.0%	No
C1ORF210		1p34.2	AMP	35	1537	2.3%	No
DUSP15		20q11.21	AMP	82	1537	5.3%	No
ZNF420		19q13.12	AMP	59	1537	3.8%	No
RN7SL847P		10p11.22	AMP	8	595	1.3%	No
GIMAP7		7q36.1	AMP	6	1174	0.5%	No
OR2Z1		19p13.2	AMP	35	1425	2.5%	No
KMT5B		11q13.2	HOMDEL	2	1062	0.2%	No
TICAM1		19p13.3	AMP	3	1062	0.3%	No
CCDC77		12p13.33	AMP	29	1537	1.9%	No
BAGE3		21p11.2	HOMDEL	2	579	0.3%	No
TSPAN2		1p13.2	HOMDEL	3	1425	0.2%	No
RUVBL2		19q13.33	HOMDEL	4	1062	0.4%	No
TMEM182		2q12.1	HOMDEL	2	1062	0.2%	No
RNA5SP215		6q22.31	AMP	7	595	1.2%	No
SIX2		2p21	HOMDEL	2	1062	0.2%	No
SERPINC1		1q25.1	AMP	49	1481	3.3%	No
SERPINF1		17p13.3	HOMDEL	3	1062	0.3%	No
SNORA16A		1p35.3	AMP	6	942	0.6%	No
FGD2		6p21.2	AMP	30	1537	2.0%	No
TSPY26P		20q11.21	AMP	96	1537	6.2%	No
DNM1P47		15q26.3	AMP	5	539	0.9%	No
NOXO1		16p13.3	AMP	17	1537	1.1%	No
EFHB		3p24.3	AMP	5	1425	0.4%	No
RNA5SP229		7p14.3	HOMDEL	1	539	0.2%	No
RN7SL843P		22q11.1	AMP	3	539	0.6%	No
CD81-AS1		11p15.5	HOMDEL	3	523	0.6%	No
ACTL9		19p13.2	AMP	30	1425	2.1%	No
CDIPTOSP		16p11.2	AMP	16	942	1.7%	No
MALT1-AS1		18q21.32	HOMDEL	3	523	0.6%	No
PRR5		22q13.31	HOMDEL	20	1174	1.7%	No
ABCA2		9q34.3	HOMDEL	3	902	0.3%	No
ANKRD11		16q24.3	HOMDEL	21	1537	1.4%	Yes
SLITRK3		3q26.1	AMP	61	1537	4.0%	No
CMSS1		3q12.1	AMP	15	1537	1.0%	No
ZFHX3		16q22.2-q22.3	AMP	10	1425	0.7%	Yes
SNORD5		11q21	AMP	8	1425	0.6%	No
RNA5SP214		6q22.1	AMP	6	595	1.0%	No
GRIN2D		19q13.33	HOMDEL	2	1062	0.2%	No
SYT17		16p12.3	AMP	15	1537	1.0%	No
PREX2		8q13.2	HOMDEL	2	112	1.8%	Yes
REEP6		19p13.3	AMP	1	539	0.2%	No
ITPKB-IT1		1q42.12	AMP	11	579	1.9%	No
ADM2		22q13.33	HOMDEL	46	1537	3.0%	No
RNU4ATAC11P		9p13.3	AMP	11	595	1.8%	No
ASAH2B		10q11.23	AMP	3	1425	0.2%	No
C17ORF77		17q25.1	AMP	33	1537	2.1%	No
LHX8		1p31.1	AMP	6	1481	0.4%	No
SNAR-A10		19q13.33	HOMDEL	2	523	0.4%	No
DENND10P1		Xq26.1	HOMDEL	2	595	0.3%	No
FAM27E5		17p11.2	AMP	14	1537	0.9%	No
FASTKD2		2q33.3	AMP	5	1062	0.5%	No
FAM238B		10p12.1	HOMDEL	2	523	0.4%	No
YBX3P1		16p11.2	AMP	16	942	1.7%	No
RNA5SP217		6q22.33	AMP	4	595	0.7%	No
TJP2		9q21.11	HOMDEL	2	539	0.4%	No
RN7SL385P		22q13.1	HOMDEL	2	595	0.3%	No
BRMS1L		14q13.2	AMP	8	1425	0.6%	No
PITPNA		17p13.3	HOMDEL	4	1425	0.3%	No
IGFL2		19q13.32	AMP	22	1174	1.9%	No
DNAJC11		1p36.31	HOMDEL	7	1481	0.5%	No
ZNF254		19p13	HOMDEL	7	1062	0.7%	No
ATF1		12q13.12	AMP	15	1537	1.0%	Yes
SNORA70G		12q14	AMP	4	112	3.6%	No
RNU4ATAC8P		1p31.1	AMP	4	595	0.7%	No
NBN		8q21.3	HOMDEL	1	539	0.2%	Yes
CD300LF		17q25.1	AMP	33	1537	2.1%	No
TFAM		10q21.1	HOMDEL	2	902	0.2%	No
HERC2P7		15q11.2	AMP	2	56	3.6%	No
TPRN		9q34.3	HOMDEL	3	902	0.3%	No
RNA5SP216		6q22.32	AMP	11	595	1.8%	No
VRK3		19q13.33	HOMDEL	2	1062	0.2%	No
VPS25		17q21.31	AMP	8	1425	0.6%	No
HDGFL1		6p22.3	AMP	18	1537	1.2%	No
OR9G4		11q12.1	AMP	7	1174	0.6%	No
PCGF5		10q23.32	HOMDEL	7	1425	0.5%	No
ATF3		1q32.3	AMP	47	1425	3.3%	No
RAB8B		15q22.2	AMP	11	1537	0.7%	No
RNU4ATAC5P		11q24.1	AMP	4	595	0.7%	No
SPRING1		12q24.22	HOMDEL	1	539	0.2%	No
IPPK		9q22.31	HOMDEL	6	902	0.7%	No
RTF2		20q13.31	HOMDEL	1	539	0.2%	No
ACAP3		1p36.33	HOMDEL	10	1481	0.7%	No
VXN		8q13.1	HOMDEL	2	112	1.8%	No
PIK3R2		19p13.11	HOMDEL	1	539	0.2%	Yes
HAND2-AS1		4q34.1	HOMDEL	6	942	0.6%	No
TMEM107		17p13.1	AMP	10	1537	0.7%	No
ZSCAN29		15q15.3	HOMDEL	8	1425	0.6%	No
SUCLG2		3p14.1	HOMDEL	1	539	0.2%	No
RBAK		7p22.1	HOMDEL	2	1062	0.2%	No
C15ORF65		15q21.3	AMP	1	56	1.8%	No
ATP8A2		13q12.13	AMP	2	1062	0.2%	No
FABP9		8q21.13	AMP	39	1537	2.5%	No
PI16		6p21.2	AMP	30	1537	2.0%	No
ATF4		22q13.1	AMP	16	1425	1.1%	No
RNA5SP219		6q23.3	AMP	5	595	0.8%	No
FAM85B		8p23.1	HOMDEL	28	595	4.7%	No
LINC01020		5p15.32	HOMDEL	1	56	1.8%	No
NOP2		12p13.31	HOMDEL	1	363	0.3%	No
FFAR4		10q23.33	HOMDEL	9	1425	0.6%	No
RN7SL870P		3p21.31	AMP	5	539	0.9%	No
CRYBG1		6q21	AMP	22	1537	1.4%	No
PIM3		22q13.33	HOMDEL	46	1537	3.0%	No
C1ORF53		1q31.3	HOMDEL	3	1425	0.2%	No
P2RY4		Xq13.1	HOMDEL	1	539	0.2%	No
